id,user_id,worker_code,phone,department,position,training_percent,status,created_at,updated_at
"122636","122640","3289","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122640","122644","3300","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122641","122645","3302","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122645","122649","3343","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122653","122657","3388","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122654","122658","3390","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122655","122659","3394","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122656","122660","3398","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122657","122661","3414","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122658","122662","342","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122659","122663","3456","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122662","122666","3567","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122669","122673","3617","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122671","122675","3626","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
